video_id,comment_id,text,like_count_x,published_at,reply_count,word_count,text_clean,title,channel,view_count,like_count_y,wc,aspect,sentiment,intent
2qNfOa5AuVU,UgxDCXMYFV5tZFrOzQt4AaABAg,"My fold 5 did all of those things and Samsung has that side menu on all phones, but it hides itself unless swiped.",0,2026-09-10T05:58:53Z,0,23,"my fold 5 did all of those things and samsung has that side menu on all phones, but it hides itself unless swiped.",I Tried the iPhone Duo... Is It Worth It?,Tom’s Guide,314367,3007,23,comparison_samsung,negative,not_buying
SusdlmIWiyc,Ugz7FJsx09iYo-4E4LF4AaABAg,can you have two apps in portrait mode?,0,2026-09-12T21:29:00Z,0,8,can you have two apps in portrait mode?,iPhone Duo Hands-On! New Features + Camera Test,Katarina Mogus,195679,3902,8,multitasking,neutral,unknown
KotsQRdeOiA,UgzBzRcfuJ9rMPROCe54AaABAg,Assam kaziranga wildlife national park main 5 star building apartment banne ja raha hai iske bare main kuch news banaye,0,2026-09-11T07:12:23Z,0,20,assam kaziranga wildlife national park main 5 star building apartment banne ja raha hai iske bare main kuch news banaye,Decode: iPhone Duo —साढ़े 4 लाख का Foldable iPhone! | Sudhir Chaudhary | Most Expensive Apple iPhone,DD News,856690,3803,20,SKIPPED,SKIPPED,SKIPPED
kNWg7AxUmuA,UgyljToWi7tW1uXTafx4AaABAg,"I think it&#39;s because a majority of folks did not want to move to android in order to have a foldable. Now that ios has a foldable, it may boost that 1.5% up a bit. iPhone is the phone 80% of the world uses and to have what android has without having to fully switch,could be the ticket. Only time will tell. I feel it&#39;s too early to scrap it just yet.  I have been an fold user since the 1st fold and currently have the fold 7, and I have to say I am curious to see how this goes.",0,2026-09-11T00:08:47Z,0,101,"i think it's because a majority of folks did not want to move to android in order to have a foldable. now that ios has a foldable, it may boost that 1.5% up a bit. iphone is the phone 80% of the world uses and to have what android has without having to fully switch,could be the ticket. only time will tell. i feel it's too early to scrap it just yet. i have been an fold user since the 1st fold and currently have the fold 7, and i have to say i am curious to see how this goes.",iPhone Duo reality check!,C. Scott Brown,130587,2631,101,foldable_design,positive,considering
gyWJ3oyNGRI,Ugyw-GB7taXp5y_i4Tl4AaABAg,What’s the name of that game lol,0,2026-09-10T05:30:31Z,0,7,what’s the name of that game lol,iPhone 18 Pro - What’s Actually New!,UrAvgConsumer,439741,3706,7,SKIPPED,SKIPPED,SKIPPED
3CuVXWPdF-4,UgxFBQaRNUtii6oxxn54AaABAg,Glacier is the best colour this year.,6,2026-09-11T19:36:18Z,0,7,glacier is the best colour this year.,iPhone 18 Pro Hands-On: All New Colors Compared,Nikias Molina,360594,3666,7,SKIPPED,SKIPPED,SKIPPED
XUzwAiLkkCs,UgwpEx6FzCsycjHMBFB4AaABAg,"You&#39;re wrong, iPhone Duo is definitely the best duo phone in the history. (A big win over surface Duo)",4,2026-09-10T09:19:26Z,1,19,"you're wrong, iPhone Duo is definitely the best duo phone in the history. (a big win over surface duo)",iPhone Duo Has A Problem.,AppleTrack,235957,5336,19,foldable_design,positive,unknown
F6P97QVeuTA,UgzpFFfbcyatmRYOGap4AaABAg,I don’t get it i thought the reason they returned to aluminum case bcuz of overheating now they used it again for iphone Duo😅,0,2026-09-11T06:42:58Z,0,24,i don’t get it i thought the reason they returned to aluminum case bcuz of overheating now they used it again for iPhone Duo,iPhone Duo vs 17 Pro - The TRUTH about Upgrading..,Max Tech,182411,1897,24,performance,negative,unknown
FkQ40fd3Ge4,UgwRV41fzMDe7EDlXdp4AaABAg,Still watching ❤ Never had an iPhone in my life… maybe one day 🤞📱,2,2026-09-10T01:56:14Z,0,14,still watching never had an iphone in my life… maybe one day 🤞,iPhone 18 Pro & 18 Pro Max - First Look & Hands-On!,Brian Tong,642927,4236,13,none / general,positive,conditional
6AkGhTBtR4o,Ugx93GaqRVIhA6MgMYR4AaABAg,dang they should put that texture on a new iPad and make it like that so that you at least get your full screen instead of a border,6,2026-09-10T11:44:39Z,0,28,dang they should put that texture on a new ipad and make it like that so that you at least get your full screen instead of a border,iPhone Duo Hands On!,Mrwhosetheboss,14221172,446763,28,display,positive,unknown
F6P97QVeuTA,Ugw1LTbeq6_i929TUpR4AaABAg,Apple did a great job for their first foldable. A few things to improve for next year. They need to make it so people who are left handed can use it since its meant to be held in your right hand only. Front facing camera on outer display is 12MP make it 18MP. The UDC on the inner screen is complete garbage change it to a hole punch. The back cameras are mid upgrade them and add a 3rd lens. Try to add an antireflective screen on outer display.,0,2026-09-10T14:31:40Z,0,89,apple did a great job for their first foldable. a few things to improve for next year. they need to make it so people who are left handed can use it since its meant to be held in your right hand only. front facing camera on outer display is 12mp make it 18mp. the udc on the inner screen is complete garbage change it to a hole punch. the back cameras are mid upgrade them and add a 3rd lens. try to add an antireflective screen on outer display.,iPhone Duo vs 17 Pro - The TRUTH about Upgrading..,Max Tech,182411,1897,89,foldable_design,neutral,conditional
fBYusyB43z4,UgxUYzOMspr27VyOeGx4AaABAg,"Question? ❤❤🧐<br>If you had an iPhone Air because you love the weight, screen, being very happy with the battery only a bit unhappy because of the camera, would you you trade it for the iPhone 18 pro max? Don’t know what to do 😢",0,2026-09-11T20:31:55Z,0,44,"question? 🧐 if you had an iphone air because you love the weight, screen, being very happy with the battery only a bit unhappy because of the camera, would you you trade it for the iPhone 18 Pro Max? don’t know what to do",iPhone 18 Pro Max / iPhone Duo: DON'T WASTE YOUR MONEY!,Alex Gear & Tech,191934,3003,44,camera,neutral,considering
IMLcY2WEzi0,Ugzhrp-jCZf-0I41HP54AaABAg,Manoj bhai har vodeyo me ak gaming  fhon laya karo,0,2026-09-08T08:35:08Z,0,10,manoj bhai har vodeyo me ak gaming fhon laya karo,iPhone Duo & iPhone 18 Pro Max First Look - A New Battle Begins!,Technology Gyan,2197410,18262,10,SKIPPED,SKIPPED,SKIPPED
YdGwx_k5qig,Ugy_IM9gbycIYhZpf8R4AaABAg,"Once upon a time,he was the most viewed and hyped tech YouTuber!",0,2026-09-10T04:01:59Z,0,12,"once upon a time,he was the most viewed and hyped tech youtuber!",iPhone 18 Pro & iPhone Duo Exclusive First Look!🔥🔥🔥,Technical Guruji,2098818,19454,12,SKIPPED,SKIPPED,SKIPPED
OVtcgqufnHc,UgyK3_CsDw_Rt7R5qg14AaABAg,thank you for the video,1,2026-09-10T12:56:51Z,0,5,thank you for the video,Apple's Official iPhone Duo Cases: Are They Worth It?,AppleInsider,956178,5301,5,SKIPPED,SKIPPED,SKIPPED
PCkZ5pfo-pI,UgxImOPCPZwNb88-_UJ4AaABAg,Apple are known to produce a good looking black iPhone but now it looks hideous,0,2026-09-11T13:13:10Z,0,15,apple are known to produce a good looking black iphone but now it looks hideous,iPhone 18 Pro Max - Watch BEFORE You Buy!,SuperSaf,658916,4461,15,foldable_design,negative,unknown
6D__H_DO2Xk,Ugw2VRADEL2Zh3FHz6p4AaABAg,"In Sweden, it costs from 27,000 SEK / 2,784  USD (256 GB) to 44,000 SEK / 4,537 USD (2 TB). 44,000 SEK is 1.5 times the average monthly salary after tax.",50,2026-09-12T23:41:32Z,8,31,"in sweden, it costs from 27,000 sek / 2,784 usd (256 gb) to 44,000 sek / 4,537 usd (2 tb). 44,000 sek is 1.5 times the average monthly salary after tax.",iPhone Duo: What We Missed!,Marques Brownlee,6133887,100570,31,price,negative,not_buying
02KQtlid_Kc,UgzzYsBued9b2fKyp8F4AaABAg,nintendo switch is my fav,0,2026-09-12T13:57:21Z,0,5,nintendo switch is my fav,"Unboxing $7,300 Apple Mystery Box.. IPHONE DUO INSIDE!?!?",XtremeGamez,35224,591,5,SKIPPED,SKIPPED,SKIPPED
6hk7XrX_Xhg,UgzRmXRE4cUo6yrhbWN4AaABAg,"Apple is playing the Fortuner game in India.. and just like the fortuner, I am sure people will buy it even though its a complete rip off for something that will be obsolete in a few years!",15,2026-09-10T06:41:19Z,0,37,"apple is playing the fortuner game in india.. and just like the fortuner, i am sure people will buy it even though its a complete rip off for something that will be obsolete in a few years!",iPhone Duo First Look Because Second Look I Can't Afford,Trakin Tech English,173074,1376,37,price,negative,not_buying
Zt-fS0DH8BQ,UgxDy2cpwEjnxfDhSTN4AaABAg,Just tried Amber at -50/+50 and it’s great! But what about palette? Leave at 100?,0,2026-09-11T01:55:10Z,0,15,just tried amber at -50/+50 and it’s great! but what about palette? leave at 100?,iPhone 18 Pro & Duo: A Photographer's Reaction,Tyler Stalman,521951,6481,15,SKIPPED,SKIPPED,SKIPPED
Od6M0AXpcxQ,UgyeGWFWgpUAh49VXmd4AaABAg,"“Duo, because the screen looks like the letter D.”<br><br>I cannot unsee it now.",2629,2026-09-10T12:16:10Z,24,13,"“duo, because the screen looks like the letter d.” i cannot unsee it now.",iPhone 18 Pro/Duo Impressions: Mogged,Marques Brownlee,22322554,334352,14,SKIPPED,SKIPPED,SKIPPED
lTYHROseqno,UgxklqLAzkVS8wWklVB4AaABAg,"I think I’d still use the iPhone duo over a galaxy fold, not really taking into account wanting to stay with the iPhone software, but I just like the rounded edges better then the galaxy fold",0,2026-09-10T19:43:01Z,0,36,"i think i’d still use the iPhone Duo over a galaxy fold, not really taking into account wanting to stay with the iphone software, but i just like the rounded edges better then the galaxy fold",iPhone Duo vs. Galaxy Z Fold 8 | Which Design Wins? #foldablephones #apple #samsung,Tom’s Guide,671250,4347,36,foldable_design,positive,buy
j-1cRJ-k-ks,UgwhCz3LNj7jjSZPegV4AaABAg,I’m a pro max user since the 11 Pro Max. <br>Wasn’t thinking about the Duo but the multitasking is a STEAL!,0,2026-09-10T10:41:37Z,0,21,i’m a pro max user since the 11 pro max. wasn’t thinking about the duo but the multitasking is a steal!,iPhone Duo Hands-On - Watch BEFORE You Buy!,SuperSaf,393298,4457,21,multitasking,positive,considering
Zt-fS0DH8BQ,UgxrEgGcf0NQrAQ7vs14AaABAg,There’s almost zero perceptible bokeh increase come on. lol. But definitely more light,0,2026-09-10T20:48:08Z,0,13,there’s almost zero perceptible bokeh increase come on. lol. but definitely more light,iPhone 18 Pro & Duo: A Photographer's Reaction,Tyler Stalman,521951,6481,13,camera,neutral,unknown
3ZiCdk7XDkQ,UgwbdRemGhmnrK0D9Dp4AaABAg,"I would love to win it. I love photography, but I&#39;ve never had the chance to practice and make the most of it because I&#39;ve never had a phone with a decent camera. I hope I win! 😁❤️",1,2026-09-12T13:13:49Z,0,38,"i would love to win it. i love photography, but i've never had the chance to practice and make the most of it because i've never had a phone with a decent camera. i hope i win!",iPhone Duo Unboxing | iPhone Duo Giveaway |🔥,Tech NEO,31836,0,37,SKIPPED,SKIPPED,SKIPPED
j6ntcn6pJ3c,UgzmvEB1Ij4AyHX2GIF4AaABAg,Ciao Andrea domanda che sorge spontanea ma se hanno fatto la telecamera frontale per l’iPhone duo che si nasconde sotto lo schermo perché non l’hanno fatto anche per il pro? Non ha più senso adesso la Dynamic Island …,0,2026-09-12T16:19:25Z,0,39,ciao andrea domanda che sorge spontanea ma se hanno fatto la telecamera frontale per l’iPhone Duo che si nasconde sotto lo schermo perché non l’hanno fatto anche per il pro? non ha più senso adesso la dynamic island …,iPHONE DUO: L'HO PROVATO e VI RISPONDO!,andreagaleazzi,571873,9593,39,SKIPPED,SKIPPED,SKIPPED
qypQmnlFjNk,UgzKunvNHKZnuN-noYJ4AaABAg,Watching on my fold 8 and zero regrets 😂,0,2026-09-11T15:30:09Z,0,9,watching on my fold 8 and zero regrets,iPhone Duo hands-on,The Verge,634948,4351,8,comparison_samsung,positive,not_buying
sFUgNIz1Jjc,UgzgI85aeeB8n2o6l894AaABAg,You could buy a Car with tht Duo phone price.. WTH is happening with such prices,0,2026-09-12T06:39:00Z,0,16,you could buy a car with tht duo phone price.. wth is happening with such prices,iPhone Duo vs Galaxy Z Fold 8: Ultimate Foldable Comparison | Tech360,NDTV,317540,3206,16,price,negative,not_buying
6ZUSwjw8ivM,Ugz2k4z6M_b2TOzHyZB4AaABAg,Pros:<br>- Night stand clock mode.<br>- Kid cue feature (similar to Pixel 11 Pro Fold).<br>- CPU.  The most powerful CPU on the Fold market.  Geekbench 6 scores are out.<br>- 4k 120hz unfolded screen.<br>- 30 hours of battery during video playback.<br>- A good main camera (no RAW photo option).  48 mp camera.<br>- 4k 120hz video recording in HDR.,0,2026-09-10T00:56:47Z,0,56,pros: - night stand clock mode. - kid cue feature (similar to pixel 11 pro fold). - cpu. the most powerful cpu on the fold market. geekbench 6 scores are out. - 4k 120hz unfolded screen. - 30 hours of battery during video playback. - a good main camera (no raw photo option). 48 mp camera. - 4k 120hz video recording in hdr.,The $1999 iPhone Duo - Everything You Need To Know from Apple,Soldier Knows Best,40812,516,63,performance,positive,unknown
0tByRTONOrA,UgxZ371M__xDuY5GQEZ4AaABAg,Warikoo to fraud hai bhai 😂,1,2026-09-10T07:13:53Z,0,6,warikoo to fraud hai bhai,Apple iPhone 18 Pro & iPhone Duo Price #shorts,Gyan Therapy,1489849,61199,5,SKIPPED,SKIPPED,SKIPPED
3zFORkKWLOA,UgxjA93SNlkdiT7FOZB4AaABAg,4th pilar ho ap  tech news channel ho ap ap greeb k tech wale bhaiya ho,10,2026-09-10T19:52:28Z,0,16,4th pilar ho ap tech news channel ho ap ap greeb k tech wale bhaiya ho,3 lakh 🤙 | iPhone 18 duo | iphone 18 pro | iPhone 18 pro max Roast | Technical Dost ,Technical Dost,1008931,24547,16,SKIPPED,SKIPPED,SKIPPED
oiu43QVvtV0,UgysWlkMqaIlK8m9sZJ4AaABAg,“Apple added a Matt finish so you can’t see the crease”<br><br>Oh wow matte finish! What will they think of next! 10% thinner next year.,5,2026-09-09T21:11:29Z,3,24,“apple added a matt finish so you can’t see the crease” oh wow matte finish! what will they think of next! 10% thinner next year.,📱Hands on with Apple's new foldable iPhone Duo,Reuters,644466,4220,25,display,negative,not_buying
bhziptdoF1s,Ugzz6uKZ2Jw9pb6Jh0F4AaABAg,Mais a sansung também deixou o vinco imperceptível e com a tela anti reflexo no z fold 8,2,2026-09-10T13:06:01Z,1,18,mais a sansung também deixou o vinco imperceptível e com a tela anti reflexo no z fold 8,IPHONE DUO vs Z FOLD 8 #iphoneduo #galaxyzfold8 #zfold8,Gabriel Miranda,37045,1161,18,SKIPPED,SKIPPED,SKIPPED
-pdEDrDFRmU,UgwEcqSvn9soRBjnhhZ4AaABAg,Did he say no Face ID?,0,2026-09-10T03:03:39Z,0,6,did he say no face id?,iPhone Duo Hands-On and First Look,EMKWAN REVIEWS,233084,797,6,foldable_design,negative,unknown
3eODZWGo6hE,UgyH_Z7xOz5TY9ZRkq94AaABAg,Can you screen mirror from Mac to iPhone Duo like you can with an iPad?,1,2026-09-10T00:26:39Z,0,15,can you screen mirror from mac to iPhone Duo like you can with an ipad?,What Apple DIDN’T Tell You About iPhone 18 Pro & iPhone Duo!,9to5Mac,581845,7820,15,ecosystem,neutral,unknown
8Vh_zxj64-c,UgzCX7G6RxRfpQxb_5B4AaABAg,Samsung Fold costs similar or the same,0,2026-09-10T05:39:32Z,0,7,Galaxy Z Fold 6 costs similar or the same,iPhone Duo is SO Expensive...,Andres Vidoza,272620,7327,9,price,neutral,unknown
xwH79BeZreU,Ugzui0UGpfZUqfjHWJt4AaABAg,Can you do a video for the new Apple Watch Ultra Bands?,0,2026-09-12T18:11:36Z,0,12,can you do a video for the new apple watch ultra bands?,Hands On: Apple's TechWoven Cases for iPhone 18 Pro,AppleInsider,79261,625,12,SKIPPED,SKIPPED,SKIPPED
kb8yuvdbbq8,UgxMgrNNyAKStxNAD_R4AaABAg,"Z FOLD 8 HERE: <a href=""https://click.linksynergy.com/deeplink?id=PmoDGtUOKOo&amp;mid=47773&amp;murl=https%3A%2F%2Fwww.samsung.com%2Fus%2Fsmartphones%2Fgalaxy-z-fold8%2F"">https://click.linksynergy.com/deeplink?id=PmoDGtUOKOo&amp;mid=47773&amp;murl=https%3A%2F%2Fwww.samsung.com%2Fus%2Fsmartphones%2Fgalaxy-z-fold8%2F</a> (affiliate)",3,2026-09-12T08:51:36Z,0,7,z fold 8 here: (affiliate),iPhone Duo vs Z Fold 8 // Just Stop It!,TechOdyssey,40486,1008,5,SKIPPED,SKIPPED,SKIPPED
o91cibE-MYc,Ugw3o6KXzvna6tpVtZd4AaABAg,I like it! Hey why not?!  😅,1,2026-09-10T00:33:37Z,0,7,i like it! hey why not?!,First impressions of the foldable iPhone Duo — Apple's biggest iPhone redesign ever,CNBC Television,242696,1009,6,none / general,positive,considering
BMWXCpU1A6A,UgxySbQbrlIP4xMYcGN4AaABAg,S27 pro and ultra will have a new design!,5,2026-09-10T20:59:36Z,0,9,s27 pro and ultra will have a new design!,iPhone 18 Pro Max vs Samsung Galaxy S26 Ultra - Did NOT Expect This.,XEETECHCARE,159368,1150,9,comparison_samsung,neutral,unknown
2qNfOa5AuVU,UgwAw6OKB7ENnP-wquF4AaABAg,Can’t wait to try it out 😂🎉,0,2026-09-10T01:04:09Z,0,7,can’t wait to try it out,I Tried the iPhone Duo... Is It Worth It?,Tom’s Guide,314367,3007,6,none / general,positive,considering
kv1stWvpYbU,UgyNwnwQqf0xGvRTxrx4AaABAg,"I have an iPhone 12 which I use as an unlimited hotspot only, an iPhone 16 ProMax which overheats during my live streams sometimes, an iPhone 17 ProMax and just ordered the iPhone 18 ProMax but has the cooling system so I will let my hubby have the iPhone 16 because it would work for him, if he wants it",1,2026-09-13T05:33:52Z,0,60,"i have an iphone 12 which i use as an unlimited hotspot only, an iphone 16 promax which overheats during my live streams sometimes, an iphone 17 promax and just ordered the iPhone 18 Pro Max but has the cooling system so i will let my hubby have the iphone 16 because it would work for him, if he wants it",iPhone 18 Pro vs iPhone 17 Pro: A MUCH Bigger Upgrade Than It Looks!,AppleInsider,102834,849,61,performance,positive,buy
-88aSO9z8QY,UgypjuJHWDOIpXXRBRN4AaABAg,Price marindi anna inka em maraledu,0,2026-09-10T04:01:14Z,0,6,price marindi anna inka em maraledu,"Apple Event 2026 🔥 iPhone 18 Pro, Foldable iPhone Duo & iPhone 17 Price Hike in India !",Prasadtechintelugu,891044,14277,6,SKIPPED,SKIPPED,SKIPPED
cinC9VfLKYk,UgzjxLstzyk_gMMqOf14AaABAg,"I was hoping for the miracle of no crease but there is a crease. So, I’ll buy nothing. I’ll keep my nothing phone as long as possible.",0,2026-09-11T03:54:38Z,0,27,"i was hoping for the miracle of no crease but there is a crease. so, i’ll buy nothing. i’ll keep my nothing phone as long as possible.",iPhone Duo - We Need to Talk,Mark Ellis Reviews,102007,2388,27,display,negative,not_buying
0cHGpPNnIEw,UgzPDqgXXkV7Lb_39hl4AaABAg,Mas na excite pa ako dun sa iphone 18 na base variant kaysa sa duo na yan 😂,0,2026-09-11T15:24:04Z,0,18,mas na excite pa ako dun sa iPhone 18 na base variant kaysa sa duo na yan,"Apple Event 2026 Recap: iPhone DUO, iPhone 18 Pro, Airpods 5 and MORE!",Mary Bautista,384605,2351,17,SKIPPED,SKIPPED,SKIPPED
6AkGhTBtR4o,Ugw00wUbuTplwh3fJyp4AaABAg,"didnt expect zzz included on iphone duo, nice",94,2026-09-10T14:08:46Z,5,8,"didnt expect zzz included on iPhone Duo, nice",iPhone Duo Hands On!,Mrwhosetheboss,14221172,446763,8,ai_siri,positive,unknown
CEgynoERrqc,UgxP0URTiV6iPO-oEl14AaABAg,"common! 2000 bucks for animation and crease!! Spend money wisely, people",4,2026-09-10T11:38:42Z,1,11,"common! 2000 bucks for animation and crease!! spend money wisely, people",iPhone Duo Impressions - They NAILED This,Dave2D,1583371,30481,11,price,negative,not_buying
GZPKac9mu0o,UgzD-6qYorEIXVd4jkN4AaABAg,Every Tech Youtuber is singing the song of Apple Foldable Phone. Promotions and hyped based advertisements SIMPLY  for Dollars..,172,2026-09-11T19:11:20Z,12,19,every tech youtuber is singing the song of iPhone Duo phone. promotions and hyped based advertisements simply for dollars..,iPhone Duo vs Samsung Galaxy Z Fold 8 - This is Embarrassing.,XEETECHCARE,275304,2616,19,none / general,negative,not_buying
cinC9VfLKYk,Ugxf3S2tZxZ0LeonOBB4AaABAg,Waiting for the inevitable iPhone Duo Max,0,2026-09-11T00:48:57Z,0,7,waiting for the inevitable iPhone Duo max,iPhone Duo - We Need to Talk,Mark Ellis Reviews,102007,2388,7,foldable_design,neutral,conditional
PCkZ5pfo-pI,Ugzol9p46JdZBVmLSAd4AaABAg,Buying a &#39;similar&#39; expensive phone every year is crazy. People are buying the name. Phone companies need to step their game up... Apple!,0,2026-09-11T06:15:18Z,0,23,buying a 'similar' expensive phone every year is crazy. people are buying the name. phone companies need to step their game up. apple!,iPhone 18 Pro Max - Watch BEFORE You Buy!,SuperSaf,658916,4461,23,price,negative,not_buying
SHelsHvThtw,UgwwiQLaFDHpGVqvwHd4AaABAg,"Still happy ưith my 1y old Fold 7. Hope fold 9 will include the Spen, then maybe i will upgrade.",1,2026-09-10T14:10:29Z,0,20,"still happy ưith my 1y old fold 7. hope fold 9 will include the spen, then maybe i will upgrade.",EVERY WAY the Z Fold 8 is BETTER than the iPhone Duo!,Tech with Benefits,163539,2978,20,comparison_samsung,neutral,not_buying
0LtEGpckqdM,UgxX2mEOtFvbdWarVDp4AaABAg,Duo is about $1k more expensive than fold 8 in Australia,35,2026-09-10T21:42:08Z,14,11,duo is about $1k more expensive than fold 8 in australia,iPhone Duo vs Galaxy Z Fold 8... DON'T Buy the Wrong One!,Matt Talks Tech,155005,3591,11,price,negative,not_buying
cinC9VfLKYk,UgwTQc9R_kVNddS4WrV4AaABAg,"I didn&#39;t realize that you were an Apple fanboy since I&#39;m new to this channel!  All joking aside, I hope that it lives up to the hype that you and many other tech reviewers have given it thus far.",1,2026-09-10T20:51:02Z,0,39,"i didn't realize that you were an apple fanboy since i'm new to this channel! all joking aside, i hope that it lives up to the hype that you and many other tech reviewers have given it thus far.",iPhone Duo - We Need to Talk,Mark Ellis Reviews,102007,2388,39,none / general,neutral,unknown
1tf9At4daiU,UgwyOgvvsOh-bcGK7Bl4AaABAg,Apple is doing best to keep the hype of the duo but in real life audience trolling their products only😅,5,2026-09-11T04:00:46Z,0,20,apple is doing best to keep the hype of the duo but in real life audience trolling their products only,iPhone Duo Vs Samsung Z Fold 8,Utpal Pandey,120490,1739,20,none / general,negative,not_buying
pUO6K5uY8OI,UgwtNvrFlYkLOtppOYZ4AaABAg,I&#39;ll buy a top end custom PC and buy a cheap midrange CMF phone with the same price instead,0,2026-09-10T12:23:34Z,0,19,i'll buy a top end custom pc and buy a cheap midrange cmf phone with the same price instead,iPhone 18 Pro & iPhone Duo India Prices Are Shocking!,Beebom,648313,7063,19,price,negative,not_buying
5pV3D14y1FQ,UgxtE01Y6HBwiUKS8Ux4AaABAg,Samsung: Here’s Fold 8.<br><br>Apple: Here’s our first one.,269,2026-09-10T13:09:25Z,7,8,samsung: here’s fold 8. apple: here’s our first one.,iPhone Duo/18 Pro Hands On - I wasn’t ready,Mrwhosetheboss,11503721,131416,9,comparison_samsung,negative,unknown
vDPlRTGSDy0,UgxlveH3DZh_gDxJ6U14AaABAg,Looks great but definitive stay on my 16 pro,0,2026-09-10T20:50:47Z,0,9,looks great but definitive stay on my 16 pro,iPhone 18 Pro All New Colors Hands-on,EMKWAN REVIEWS,537094,3189,9,upgrade,positive,not_buying
WNrTTwGewfA,Ugz1VpfLYTWXUCGFZRx4AaABAg,I prefer the styling of the Samsung. I&#39;ve never owned a foldable before out of durability concerns but if I ever get one I would probably get the clamshell form factor of a Galaxy Flip or Moto RAZR.,4,2026-09-11T17:05:17Z,1,38,i prefer the styling of the samsung. i've never owned a foldable before out of durability concerns but if i ever get one i would probably get the clamshell form factor of a galaxy flip or moto razr.,The iPhone Duo Is Great… So Why Do I Still Want the Z Fold 8?,TechnicallyTee,36298,987,38,durability,negative,not_buying
q-EkmUyqXas,UgzdPgDCIwzW1cfyTx94AaABAg,It is literally no different from the iPhone 17 Pro Max,1,2026-09-10T00:41:28Z,0,11,it is literally no different from the iphone 17 pro max,iPhone 18 Pro Max – ALL NEW FEATURES + Should You BUY It?,Karl Conrad,697692,2989,11,upgrade,negative,not_buying
kb8yuvdbbq8,UgwZRjERJVCZAdeqCQh4AaABAg,"Some people like Android phones, some people don&#39;t.  Even if the Duo and Fold were identical in every other way, there would be a market for both.",11,2026-09-12T17:25:44Z,0,27,"some people like android phones, some people don't. even if the duo and fold were identical in every other way, there would be a market for both.",iPhone Duo vs Z Fold 8 // Just Stop It!,TechOdyssey,40486,1008,27,comparison_samsung,neutral,unknown
BaCydU1nD2Q,UgxMUE4UFSN0m5svHwx4AaABAg,He&#39;s reaction like he never saw foldable before    so  natural reaction,84,2026-09-09T22:27:53Z,5,11,he's reaction like he never saw foldable before so natural reaction,iShowSpeed Reacts To The Brand New Foldable iPhone Duo 🤯,Speedy Boykins,124034,794,11,SKIPPED,SKIPPED,SKIPPED
o91cibE-MYc,UgzcU1yx3oZ6AMQYgqF4AaABAg,No crease when they are new. Just give it a few days of opening and closing.,17,2026-09-09T21:45:11Z,2,16,no crease when they are new. just give it a few days of opening and closing.,First impressions of the foldable iPhone Duo — Apple's biggest iPhone redesign ever,CNBC Television,242696,1009,16,durability,negative,unknown
8Vh_zxj64-c,UgznyKriY0_cASkrS7t4AaABAg,"this looks really cool, but the 18 pro max is just better all around and cheaper. 3k is not reasonable for something less powerful than their top tier phone. coming from a 13 pro max",0,2026-09-09T22:23:28Z,1,35,"this looks really cool, but the 18 pro max is just better all around and cheaper. 3k is not reasonable for something less powerful than their top tier phone. coming from a 13 pro max",iPhone Duo is SO Expensive...,Andres Vidoza,272620,7327,35,price,negative,not_buying
yStG1Qn-2vQ,UgwPCRyy3Ne_zgXCnGt4AaABAg,Sumsung ka add hai yai tho,0,2026-09-10T06:58:05Z,0,6,sumsung ka add hai yai tho,₹3 Lakh for a iPhone - Apple Most Expensive Phone 🤯,Next Univerz,876729,9883,6,SKIPPED,SKIPPED,SKIPPED
Zt-fS0DH8BQ,Ugyt63wZVgzUW7ThSup4AaABAg,"Will the inside iPad mini run iPad OS apps? LR, PS, resolve, fcpx? Should be powerful enough, the apple pen kind of points to it? Otherwise its just a really big iPhone which is nice for consuming but not creating.",0,2026-09-10T17:23:43Z,0,40,"will the inside ipad mini run ipad os apps? lr, ps, resolve, fcpx? should be powerful enough, the apple pen kind of points to it? otherwise its just a really big iphone which is nice for consuming but not creating.",iPhone 18 Pro & Duo: A Photographer's Reaction,Tyler Stalman,521951,6481,40,multitasking,neutral,considering
NFaOti1zbfA,UgxG7UGB80wS-lz0Uz94AaABAg,How the hell they going make phone holder for cars now 😂 duo has weir shape,0,2026-09-09T22:23:48Z,1,16,how the hell they going make phone holder for cars now duo has weir shape,iPhone Duo Vs 18 Pro Max- HANDS-ON Spec Review!!,Matt Talks Tech,251281,9567,15,foldable_design,negative,unknown
CEgynoERrqc,Ugz6vpm8HDSchvPcXkZ4AaABAg,"iPhone Duo, not Surface Duo. lol",5,2026-09-10T07:34:56Z,0,6,"iPhone Duo, not surface duo. lol",iPhone Duo Impressions - They NAILED This,Dave2D,1583371,30481,6,SKIPPED,SKIPPED,SKIPPED
-88aSO9z8QY,UgwXc86EKUOYZr1IT9d4AaABAg,18 pro max 2tb 3.3lakhs <br>17 pro max 2tb 2.3 lakhs <br>I lakh increased <br>Duo 2tb 4.5 lakhs,23,2026-09-10T03:36:08Z,1,18,18 pro max 2tb 3.3lakhs 17 pro max 2tb 2.3 lakhs i lakh increased duo 2tb 4.5 lakhs,"Apple Event 2026 🔥 iPhone 18 Pro, Foldable iPhone Duo & iPhone 17 Price Hike in India !",Prasadtechintelugu,891044,14277,18,price,negative,not_buying
